################################################
# A 3-D crustal shear wave velocity model in the Banda Arc collision zone from ambient noise tomography
# Please cite the original work behind this Earth model in the following:
# Zhang, P., and Miller, M.S., (2020) Seismic imaging of the subducted Australian Continental Margin beneath Timor and the Banda Arc collision zone, Accepted by GRL on November 24, 2020
####
# longitude	latitude	depth(km)	Vsv(km/s)
  117.500   -7.750    5.000    3.074
  117.500   -8.000    5.000    3.076
  117.500   -8.250    5.000    3.082
  117.500   -8.500    5.000    3.092
  117.500   -8.750    5.000    3.102
  117.500   -9.000    5.000    3.092
  117.500   -9.250    5.000    3.082
  117.500   -9.500    5.000    3.078
  117.500   -9.750    5.000    3.076
  117.500  -10.000    5.000    3.075
  117.500  -10.250    5.000    3.075
  117.500  -10.500    5.000    3.075
  117.500  -10.750    5.000    3.075
  117.500  -11.000    5.000    3.075
  117.500  -11.250    5.000    3.075
  117.750   -7.500    5.000    3.074
  117.750   -7.750    5.000    3.083
  117.750   -8.000    5.000    3.101
  117.750   -8.250    5.000    3.130
  117.750   -8.500    5.000    3.166
  117.750   -8.750    5.000    3.187
  117.750   -9.000    5.000    3.155
  117.750   -9.250    5.000    3.116
  117.750   -9.500    5.000    3.092
  117.750   -9.750    5.000    3.081
  117.750  -10.000    5.000    3.077
  117.750  -10.250    5.000    3.075
  117.750  -10.500    5.000    3.075
  117.750  -10.750    5.000    3.075
  117.750  -11.000    5.000    3.075
  117.750  -11.250    5.000    3.075
  118.000   -7.500    5.000    3.073
  118.000   -7.750    5.000    3.091
  118.000   -8.000    5.000    3.123
  118.000   -8.250    5.000    3.174
  118.000   -8.500    5.000    3.238
  118.000   -8.750    5.000    3.267
  118.000   -9.000    5.000    3.202
  118.000   -9.250    5.000    3.137
  118.000   -9.500    5.000    3.099
  118.000   -9.750    5.000    3.082
  118.000  -10.000    5.000    3.076
  118.000  -10.250    5.000    3.074
  118.000  -10.500    5.000    3.074
  118.000  -10.750    5.000    3.075
  118.000  -11.000    5.000    3.075
  118.000  -11.250    5.000    3.075
  118.250   -7.500    5.000    3.072
  118.250   -7.750    5.000    3.098
  118.250   -8.000    5.000    3.142
  118.250   -8.250    5.000    3.211
  118.250   -8.500    5.000    3.291
  118.250   -8.750    5.000    3.309
  118.250   -9.000    5.000    3.217
  118.250   -9.250    5.000    3.140
  118.250   -9.500    5.000    3.098
  118.250   -9.750    5.000    3.080
  118.250  -10.000    5.000    3.074
  118.250  -10.250    5.000    3.072
  118.250  -10.500    5.000    3.072
  118.250  -10.750    5.000    3.073
  118.250  -11.000    5.000    3.075
  118.250  -11.250    5.000    3.075
  118.500   -7.500    5.000    3.071
  118.500   -7.750    5.000    3.104
  118.500   -8.000    5.000    3.159
  118.500   -8.250    5.000    3.241
  118.500   -8.500    5.000    3.330
  118.500   -8.750    5.000    3.326
  118.500   -9.000    5.000    3.216
  118.500   -9.250    5.000    3.136
  118.500   -9.500    5.000    3.098
  118.500   -9.750    5.000    3.082
  118.500  -10.000    5.000    3.076
  118.500  -10.250    5.000    3.071
  118.500  -10.500    5.000    3.069
  118.500  -10.750    5.000    3.070
  118.500  -11.000    5.000    3.073
  118.500  -11.250    5.000    3.075
  118.750   -7.500    5.000    3.070
  118.750   -7.750    5.000    3.111
  118.750   -8.000    5.000    3.175
  118.750   -8.250    5.000    3.267
  118.750   -8.500    5.000    3.359
  118.750   -8.750    5.000    3.332
  118.750   -9.000    5.000    3.216
  118.750   -9.250    5.000    3.138
  118.750   -9.500    5.000    3.110
  118.750   -9.750    5.000    3.096
  118.750  -10.000    5.000    3.086
  118.750  -10.250    5.000    3.076
  118.750  -10.500    5.000    3.069
  118.750  -10.750    5.000    3.067
  118.750  -11.000    5.000    3.070
  118.750  -11.250    5.000    3.075
  119.000   -7.500    5.000    3.071
  119.000   -7.750    5.000    3.119
  119.000   -8.000    5.000    3.190
  119.000   -8.250    5.000    3.288
  119.000   -8.500    5.000    3.377
  119.000   -8.750    5.000    3.327
  119.000   -9.000    5.000    3.216
  119.000   -9.250    5.000    3.150
  119.000   -9.500    5.000    3.138
  119.000   -9.750    5.000    3.128
  119.000  -10.000    5.000    3.110
  119.000  -10.250    5.000    3.089
  119.000  -10.500    5.000    3.073
  119.000  -10.750    5.000    3.065
  119.000  -11.000    5.000    3.067
  119.000  -11.250    5.000    3.074
  119.250   -7.500    5.000    3.073
  119.250   -7.750    5.000    3.125
  119.250   -8.000    5.000    3.200
  119.250   -8.250    5.000    3.297
  119.250   -8.500    5.000    3.370
  119.250   -8.750    5.000    3.290
  119.250   -9.000    5.000    3.196
  119.250   -9.250    5.000    3.165
  119.250   -9.500    5.000    3.184
  119.250   -9.750    5.000    3.177
  119.250  -10.000    5.000    3.149
  119.250  -10.250    5.000    3.114
  119.250  -10.500    5.000    3.084
  119.250  -10.750    5.000    3.068
  119.250  -11.000    5.000    3.066
  119.250  -11.250    5.000    3.072
  119.500   -7.500    5.000    3.076
  119.500   -7.750    5.000    3.129
  119.500   -8.000    5.000    3.201
  119.500   -8.250    5.000    3.285
  119.500   -8.500    5.000    3.322
  119.500   -8.750    5.000    3.196
  119.500   -9.000    5.000    3.129
  119.500   -9.250    5.000    3.165
  119.500   -9.500    5.000    3.217
  119.500   -9.750    5.000    3.228
  119.500  -10.000    5.000    3.197
  119.500  -10.250    5.000    3.147
  119.500  -10.500    5.000    3.104
  119.500  -10.750    5.000    3.077
  119.500  -11.000    5.000    3.069
  119.500  -11.250    5.000    3.071
  119.750   -7.500    5.000    3.078
  119.750   -7.750    5.000    3.131
  119.750   -8.000    5.000    3.195
  119.750   -8.250    5.000    3.255
  119.750   -8.500    5.000    3.228
  119.750   -8.750    5.000    3.034
  119.750   -9.000    5.000    3.023
  119.750   -9.250    5.000    3.106
  119.750   -9.500    5.000    3.169
  119.750   -9.750    5.000    3.256
  119.750  -10.000    5.000    3.247
  119.750  -10.250    5.000    3.183
  119.750  -10.500    5.000    3.125
  119.750  -10.750    5.000    3.089
  119.750  -11.000    5.000    3.074
  119.750  -11.250    5.000    3.071
  120.000   -7.500    5.000    3.081
  120.000   -7.750    5.000    3.135
  120.000   -8.000    5.000    3.194
  120.000   -8.250    5.000    3.234
  120.000   -8.500    5.000    3.148
  120.000   -8.750    5.000    2.895
  120.000   -9.000    5.000    2.934
  120.000   -9.250    5.000    2.977
  120.000   -9.500    5.000    3.069
  120.000   -9.750    5.000    3.301
  120.000  -10.000    5.000    3.302
  120.000  -10.250    5.000    3.209
  120.000  -10.500    5.000    3.135
  120.000  -10.750    5.000    3.093
  120.000  -11.000    5.000    3.076
  120.000  -11.250    5.000    3.073
  120.250   -7.500    5.000    3.082
  120.250   -7.750    5.000    3.143
  120.250   -8.000    5.000    3.208
  120.250   -8.250    5.000    3.262
  120.250   -8.500    5.000    3.208
  120.250   -8.750    5.000    2.977
  120.250   -9.000    5.000    3.006
  120.250   -9.250    5.000    2.931
  120.250   -9.500    5.000    3.080
  120.250   -9.750    5.000    3.394
  120.250  -10.000    5.000    3.313
  120.250  -10.250    5.000    3.189
  120.250  -10.500    5.000    3.113
  120.250  -10.750    5.000    3.078
  120.250  -11.000    5.000    3.070
  120.250  -11.250    5.000    3.074
  120.500   -7.500    5.000    3.084
  120.500   -7.750    5.000    3.153
  120.500   -8.000    5.000    3.230
  120.500   -8.250    5.000    3.305
  120.500   -8.500    5.000    3.282
  120.500   -8.750    5.000    3.045
  120.500   -9.000    5.000    3.116
  120.500   -9.250    5.000    2.967
  120.500   -9.500    5.000    3.106
  120.500   -9.750    5.000    3.281
  120.500  -10.000    5.000    3.173
  120.500  -10.250    5.000    3.086
  120.500  -10.500    5.000    3.042
  120.500  -10.750    5.000    3.035
  120.500  -11.000    5.000    3.050
  120.500  -11.250    5.000    3.074
  120.750   -7.500    5.000    3.085
  120.750   -7.750    5.000    3.163
  120.750   -8.000    5.000    3.253
  120.750   -8.250    5.000    3.352
  120.750   -8.500    5.000    3.361
  120.750   -8.750    5.000    2.992
  120.750   -9.000    5.000    3.044
  120.750   -9.250    5.000    2.960
  120.750   -9.500    5.000    3.096
  120.750   -9.750    5.000    3.089
  120.750  -10.000    5.000    2.976
  120.750  -10.250    5.000    2.939
  120.750  -10.500    5.000    2.940
  120.750  -10.750    5.000    2.971
  120.750  -11.000    5.000    3.018
  120.750  -11.250    5.000    3.071
  121.000   -7.500    5.000    3.086
  121.000   -7.750    5.000    3.165
  121.000   -8.000    5.000    3.261
  121.000   -8.250    5.000    3.370
  121.000   -8.500    5.000    3.392
  121.000   -8.750    5.000    2.927
  121.000   -9.000    5.000    2.896
  121.000   -9.250    5.000    2.848
  121.000   -9.500    5.000    3.114
  121.000   -9.750    5.000    3.134
  121.000  -10.000    5.000    2.931
  121.000  -10.250    5.000    2.832
  121.000  -10.500    5.000    2.843
  121.000  -10.750    5.000    2.903
  121.000  -11.000    5.000    2.983
  121.000  -11.250    5.000    3.067
  121.250   -7.500    5.000    3.085
  121.250   -7.750    5.000    3.152
  121.250   -8.000    5.000    3.242
  121.250   -8.250    5.000    3.360
  121.250   -8.500    5.000    3.456
  121.250   -8.750    5.000    3.171
  121.250   -9.000    5.000    2.966
  121.250   -9.250    5.000    2.724
  121.250   -9.500    5.000    3.033
  121.250   -9.750    5.000    3.154
  121.250  -10.000    5.000    2.971
  121.250  -10.250    5.000    2.783
  121.250  -10.500    5.000    2.772
  121.250  -10.750    5.000    2.851
  121.250  -11.000    5.000    2.955
  121.250  -11.250    5.000    3.064
  121.500   -7.500    5.000    3.081
  121.500   -7.750    5.000    3.119
  121.500   -8.000    5.000    3.183
  121.500   -8.250    5.000    3.296
  121.500   -8.500    5.000    3.486
  121.500   -8.750    5.000    3.448
  121.500   -9.000    5.000    3.114
  121.500   -9.250    5.000    2.769
  121.500   -9.500    5.000    2.920
  121.500   -9.750    5.000    2.993
  121.500  -10.000    5.000    2.931
  121.500  -10.250    5.000    2.793
  121.500  -10.500    5.000    2.751
  121.500  -10.750    5.000    2.835
  121.500  -11.000    5.000    2.947
  121.500  -11.250    5.000    3.064
  121.750   -7.500    5.000    3.071
  121.750   -7.750    5.000    3.070
  121.750   -8.000    5.000    3.089
  121.750   -8.250    5.000    3.168
  121.750   -8.500    5.000    3.412
  121.750   -8.750    5.000    3.445
  121.750   -9.000    5.000    3.059
  121.750   -9.250    5.000    2.809
  121.750   -9.500    5.000    2.953
  121.750   -9.750    5.000    2.942
  121.750  -10.000    5.000    2.852
  121.750  -10.250    5.000    2.805
  121.750  -10.500    5.000    2.805
  121.750  -10.750    5.000    2.873
  121.750  -11.000    5.000    2.966
  121.750  -11.250    5.000    3.069
  122.000   -7.500    5.000    3.061
  122.000   -7.750    5.000    3.024
  122.000   -8.000    5.000    2.996
  122.000   -8.250    5.000    3.032
  122.000   -8.500    5.000    3.292
  122.000   -8.750    5.000    3.283
  122.000   -9.000    5.000    2.862
  122.000   -9.250    5.000    2.750
  122.000   -9.500    5.000    2.954
  122.000   -9.750    5.000    2.961
  122.000  -10.000    5.000    2.911
  122.000  -10.250    5.000    2.903
  122.000  -10.500    5.000    2.938
  122.000  -10.750    5.000    2.958
  122.000  -11.000    5.000    3.005
  122.000  -11.250    5.000    3.077
  122.250   -7.500    5.000    3.057
  122.250   -7.750    5.000    3.004
  122.250   -8.000    5.000    2.954
  122.250   -8.250    5.000    2.976
  122.250   -8.500    5.000    3.157
  122.250   -8.750    5.000    3.071
  122.250   -9.000    5.000    2.698
  122.250   -9.250    5.000    2.751
  122.250   -9.500    5.000    2.973
  122.250   -9.750    5.000    2.955
  122.250  -10.000    5.000    2.927
  122.250  -10.250    5.000    2.961
  122.250  -10.500    5.000    3.018
  122.250  -10.750    5.000    3.014
  122.250  -11.000    5.000    3.033
  122.250  -11.250    5.000    3.080
  122.500   -7.500    5.000    3.060
  122.500   -7.750    5.000    3.019
  122.500   -8.000    5.000    2.988
  122.500   -8.250    5.000    3.065
  122.500   -8.500    5.000    3.157
  122.500   -8.750    5.000    3.027
  122.500   -9.000    5.000    2.732
  122.500   -9.250    5.000    2.875
  122.500   -9.500    5.000    3.054
  122.500   -9.750    5.000    2.979
  122.500  -10.000    5.000    2.934
  122.500  -10.250    5.000    2.987
  122.500  -10.500    5.000    3.026
  122.500  -10.750    5.000    3.024
  122.500  -11.000    5.000    3.041
  122.500  -11.250    5.000    3.077
  122.750   -7.500    5.000    3.068
  122.750   -7.750    5.000    3.056
  122.750   -8.000    5.000    3.057
  122.750   -8.250    5.000    3.179
  122.750   -8.500    5.000    3.225
  122.750   -8.750    5.000    3.156
  122.750   -9.000    5.000    2.920
  122.750   -9.250    5.000    3.063
  122.750   -9.500    5.000    3.175
  122.750   -9.750    5.000    3.050
  122.750  -10.000    5.000    3.006
  122.750  -10.250    5.000    3.054
  122.750  -10.500    5.000    3.042
  122.750  -10.750    5.000    3.026
  122.750  -11.000    5.000    3.044
  122.750  -11.250    5.000    3.071
  123.000   -7.500    5.000    3.078
  123.000   -7.750    5.000    3.101
  123.000   -8.000    5.000    3.139
  123.000   -8.250    5.000    3.222
  123.000   -8.500    5.000    3.131
  123.000   -8.750    5.000    3.159
  123.000   -9.000    5.000    3.063
  123.000   -9.250    5.000    3.202
  123.000   -9.500    5.000    3.257
  123.000   -9.750    5.000    3.125
  123.000  -10.000    5.000    3.111
  123.000  -10.250    5.000    3.147
  123.000  -10.500    5.000    3.120
  123.000  -10.750    5.000    3.083
  123.000  -11.000    5.000    3.072
  123.000  -11.250    5.000    3.073
  123.250   -7.500    5.000    3.085
  123.250   -7.750    5.000    3.136
  123.250   -8.000    5.000    3.210
  123.250   -8.250    5.000    3.289
  123.250   -8.500    5.000    3.112
  123.250   -8.750    5.000    3.065
  123.250   -9.000    5.000    3.107
  123.250   -9.250    5.000    3.262
  123.250   -9.500    5.000    3.257
  123.250   -9.750    5.000    3.149
  123.250  -10.000    5.000    3.162
  123.250  -10.250    5.000    3.193
  123.250  -10.500    5.000    3.181
  123.250  -10.750    5.000    3.141
  123.250  -11.000    5.000    3.105
  123.250  -11.250    5.000    3.079
  123.500   -7.500    5.000    3.083
  123.500   -7.750    5.000    3.133
  123.500   -8.000    5.000    3.199
  123.500   -8.250    5.000    3.265
  123.500   -8.500    5.000    3.138
  123.500   -8.750    5.000    3.059
  123.500   -9.000    5.000    3.120
  123.500   -9.250    5.000    3.211
  123.500   -9.500    5.000    3.123
  123.500   -9.750    5.000    3.038
  123.500  -10.000    5.000    3.092
  123.500  -10.250    5.000    3.156
  123.500  -10.500    5.000    3.189
  123.500  -10.750    5.000    3.166
  123.500  -11.000    5.000    3.123
  123.500  -11.250    5.000    3.083
  123.750   -7.500    5.000    3.073
  123.750   -7.750    5.000    3.096
  123.750   -8.000    5.000    3.119
  123.750   -8.250    5.000    3.145
  123.750   -8.500    5.000    3.099
  123.750   -8.750    5.000    3.099
  123.750   -9.000    5.000    3.149
  123.750   -9.250    5.000    3.136
  123.750   -9.500    5.000    2.886
  123.750   -9.750    5.000    2.782
  123.750  -10.000    5.000    2.922
  123.750  -10.250    5.000    3.059
  123.750  -10.500    5.000    3.149
  123.750  -10.750    5.000    3.152
  123.750  -11.000    5.000    3.121
  123.750  -11.250    5.000    3.084
  124.000   -7.500    5.000    3.063
  124.000   -7.750    5.000    3.050
  124.000   -8.000    5.000    3.027
  124.000   -8.250    5.000    3.036
  124.000   -8.500    5.000    3.078
  124.000   -8.750    5.000    3.232
  124.000   -9.000    5.000    3.285
  124.000   -9.250    5.000    3.155
  124.000   -9.500    5.000    2.771
  124.000   -9.750    5.000    2.564
  124.000  -10.000    5.000    2.744
  124.000  -10.250    5.000    2.947
  124.000  -10.500    5.000    3.080
  124.000  -10.750    5.000    3.114
  124.000  -11.000    5.000    3.106
  124.000  -11.250    5.000    3.083
  124.250   -7.500    5.000    3.057
  124.250   -7.750    5.000    3.025
  124.250   -8.000    5.000    2.978
  124.250   -8.250    5.000    2.991
  124.250   -8.500    5.000    3.064
  124.250   -8.750    5.000    3.367
  124.250   -9.000    5.000    3.487
  124.250   -9.250    5.000    3.225
  124.250   -9.500    5.000    2.791
  124.250   -9.750    5.000    2.508
  124.250  -10.000    5.000    2.626
  124.250  -10.250    5.000    2.859
  124.250  -10.500    5.000    3.014
  124.250  -10.750    5.000    3.076
  124.250  -11.000    5.000    3.090
  124.250  -11.250    5.000    3.081
  124.500   -7.500    5.000    3.060
  124.500   -7.750    5.000    3.039
  124.500   -8.000    5.000    3.005
  124.500   -8.250    5.000    3.026
  124.500   -8.500    5.000    3.156
  124.500   -8.750    5.000    3.609
  124.500   -9.000    5.000    3.691
  124.500   -9.250    5.000    3.211
  124.500   -9.500    5.000    2.726
  124.500   -9.750    5.000    2.500
  124.500  -10.000    5.000    2.600
  124.500  -10.250    5.000    2.833
  124.500  -10.500    5.000    2.983
  124.500  -10.750    5.000    3.055
  124.500  -11.000    5.000    3.080
  124.500  -11.250    5.000    3.080
  124.750   -7.500    5.000    3.069
  124.750   -7.750    5.000    3.083
  124.750   -8.000    5.000    3.078
  124.750   -8.250    5.000    3.064
  124.750   -8.500    5.000    3.233
  124.750   -8.750    5.000    3.770
  124.750   -9.000    5.000    3.647
  124.750   -9.250    5.000    3.020
  124.750   -9.500    5.000    2.706
  124.750   -9.750    5.000    2.665
  124.750  -10.000    5.000    2.772
  124.750  -10.250    5.000    2.911
  124.750  -10.500    5.000    3.007
  124.750  -10.750    5.000    3.060
  124.750  -11.000    5.000    3.080
  124.750  -11.250    5.000    3.080
  125.000   -7.500    5.000    3.082
  125.000   -7.750    5.000    3.149
  125.000   -8.000    5.000    3.190
  125.000   -8.250    5.000    3.152
  125.000   -8.500    5.000    3.243
  125.000   -8.750    5.000    3.621
  125.000   -9.000    5.000    3.219
  125.000   -9.250    5.000    2.696
  125.000   -9.500    5.000    2.678
  125.000   -9.750    5.000    2.822
  125.000  -10.000    5.000    2.929
  125.000  -10.250    5.000    3.000
  125.000  -10.500    5.000    3.049
  125.000  -10.750    5.000    3.077
  125.000  -11.000    5.000    3.084
  125.000  -11.250    5.000    3.080
  125.250   -7.500    5.000    3.094
